asdfasdf





1123412342






!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=023262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=123262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=03262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=011262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=011262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=011262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=011262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=011262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=011262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=023262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=023262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=023262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=023262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=023262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=023262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=111262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=023262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=023262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=023262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=023262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=021262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=020262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=020262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=020262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=020262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=020262
!/99jo6k-bO st/A=042266 11.9V 23C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99jP6k-cO st/A=042406 12.0V 23C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99kn6k/'O st/A=043509 12.0V 23C HDOP00.9 SATS09HABET LX-120-A sscl.iastate.edu
!/99kW6k/oO st/A=043581 12.0V 23C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/99k@6k1(O st/A=043652 12.0V 23C HDOP00.9 SATS09HABET LX-120-A sscl.iastate.edu
!/99k#6k1^O st/A=043713 12.0V 23C HDOP00.9 SATS09HABET LX-120-A sscl.iastate.edu
!/99k<6k1sO st/A=043776 12.0V 23C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/99k16k2eO st/A=043871 12.0V 23C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/99k,6k35O st/A=043917 12.0V 23C HDOP01.2 SATS06HABET LX-120-A sscl.iastate.edu
!/99lu6k4VO st/A=043949 12.0V 23C HDOP01.1 SATS08HABET LX-120-A sscl.iastate.edu
!/99mv6k59O st/A=044060 12.0V 23C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99ly6k6(O st/A=044173 11.9V 23C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99mX6k68O st/A=044867 11.9V 23C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99n]6k6pO st/A=044945 11.9V 23C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99op6k89O st/A=045133 12.0V 23C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99p>6k9.O st/A=045187 12.0V 23C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99pY6k9pO st/A=045278 12.0V 23C HDOP01.1 SATS08HABET LX-120-A sscl.iastate.edu
!/99q96k:_O st/A=045325 12.0V 23C HDOP01.5 SATS07HABET LX-120-A sscl.iastate.edu
!/99p`6k:\O st/A=045395 12.0V 23C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99pB6k:rO st/A=045436 12.0V 23C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99pn6k;KO st/A=045494 12.0V 23C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99q76k<yO st/A=045702 12.0V 23C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99q]6k=tO st/A=045821 11.9V 23C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99q:6k>yO st/A=046219 12.0V 23C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99rs6k@wO st/A=046706 12.0V 23C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99sZ6kASO st/A=046813 12.0V 23C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99sy6kB&O st/A=046862 12.0V 23C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99s\6kBnO st/A=047000 12.0V 23C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99s,6kC`O st/A=047276 12.0V 23C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99rf6kD3O st/A=047411 12.0V 23C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99rT6kDFO st/A=047522 11.9V 23C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99s'6kDeO st/A=047625 11.9V 23C HDOP01.3 SATS08HABET LX-120-A sscl.iastate.edu
!/99s_6kDiO st/A=047708 11.9V 23C HDOP01.3 SATS08HABET LX-120-A sscl.iastate.edu
!/99un6kE2O st/A=047729 12.0V 23C HDOP01.2 SATS07HABET LX-120-A sscl.iastate.edu
!/99va6kEEO st/A=047746 12.0V 23C HDOP01.3 SATS07HABET LX-120-A sscl.iastate.edu
!/99up6kEqO st/A=047709 12.0V 23C HDOP01.3 SATS00HABET LX-120-A sscl.iastate.edu
!/99ts6kFPO st/A=047665 11.9V 23C HDOP01.3 SATS03HABET LX-120-A sscl.iastate.edu
!/99sk6kH"O st/A=048903 12.0V 23C HDOP00.9 SATS09HABET LX-120-A sscl.iastate.edu
!/99sS6kHDO st/A=049000 12.0V 23C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/99s#6kI@O st/A=049211 11.9V 23C HDOP00.9 SATS09HABET LX-120-A sscl.iastate.edu
!/99s+6kJ9O st/A=049321 12.0V 23C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/99s,6kJdO st/A=049422 11.9V 23C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/99s@6kKDO st/A=049524 11.9V 23C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/99sA6kL-O st/A=049660 11.9V 23C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/99sA6kL6O st/A=049726 11.9V 23C HDOP00.9 SATS08HABET LX-120-A sscl.iastate.edu
!/99s56kL\O st/A=049771 12.0V 23C HDOP01.1 SATS07HABET LX-120-A sscl.iastate.edu
!/99t*6kN7O st/A=050250 11.9V 23C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99t-6kOtO st/A=050657 11.9V 23C HDOP01.1 SATS07HABET LX-120-A sscl.iastate.edu
!/99t"6kPJO st/A=050807 11.9V 23C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99si6kQ9O st/A=050920 12.0V 23C HDOP00.9 SATS08HABET LX-120-A sscl.iastate.edu
!/99sq6kR5O st/A=051037 11.9V 23C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99t;6kTRO st/A=051273 11.9V 23C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99t\6kUWO st/A=051378 11.9V 23C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99uC6kVVO st/A=051484 12.0V 23C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99uc6kW%O st/A=051583 11.9V 23C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99uk6kWtO st/A=051683 11.9V 23C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99v26kXfO st/A=051784 11.9V 23C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99vE6kY)O st/A=051882 11.9V 23C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99v@6kYIO st/A=051983 11.9V 23C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99v:6kYeO st/A=052081 11.9V 23C HDOP00.9 SATS08HABET LX-120-A sscl.iastate.edu
!/99vM6kZ.O st/A=052181 12.0V 23C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99vN6kZ5O st/A=052290 12.0V 23C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99vA6kZGO st/A=052390 11.9V 23C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99vh6kZtO st/A=052515 11.9V 23C HDOP00.9 SATS08HABET LX-120-A sscl.iastate.edu
!/99wA6k[CO st/A=052609 11.9V 23C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99wa6k[iO st/A=052696 11.9V 23C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99xM6k\?O st/A=052800 11.9V 23C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99y'6k](O st/A=052889 11.9V 23C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99zL6k^<O st/A=053098 11.9V 23C HDOP00.9 SATS08HABET LX-120-A sscl.iastate.edu
!/99{36k_%O st/A=053191 12.0V 21C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99{S6k_wO st/A=053305 11.9V 23C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99{b6ka2O st/A=053531 11.9V 21C HDOP00.9 SATS08HABET LX-120-A sscl.iastate.edu
!/99{16kaRO st/A=053619 11.9V 23C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99{96kbAO st/A=053727 11.9V 21C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99{M6kc\O st/A=053914 11.9V 23C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/9:!*6kdTO st/A=054021 11.9V 21C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/9:!]6ke@O st/A=054114 11.9V 21C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/9:!q6ke`O st/A=054215 11.9V 23C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/9:"D6kf&O st/A=054307 11.9V 23C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/9:"j6kfBO st/A=054398 11.9V 21C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/9:#I6kfXO st/A=054507 11.9V 21C HDOP00.9 SATS08HABET LX-120-A sscl.iastate.edu
!/9:$"6kg%O st/A=054592 11.9V 21C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/9:$b6kgTO st/A=054695 11.9V 21C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/9:%m6kh$O st/A=054790 11.9V 21C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/9:&L6khIO st/A=054878 11.9V 21C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/9:'L6ki<O st/A=054995 11.9V 21C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/9:(^6kj.O st/A=055221 11.9V 21C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/9:)$6kj1O st/A=055322 11.9V 21C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/9:)O6kj.O st/A=055414 11.9V 21C HDOP00.9 SATS08HABET LX-120-A sscl.iastate.edu
!/9:*46kj!O st/A=055531 11.9V 21C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/9:*M6kj$O st/A=055616 11.9V 21C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/9:*M6kiqO st/A=055730 11.9V 21C HDOP01.0 SATS07HABET LX-120-A sscl.iastate.edu
!/9:*R6kiaO st/A=055833 11.9V 21C HDOP01.0 SATS07HABET LX-120-A sscl.iastate.edu
!/9:);6ki)O st/A=055990 11.9V 21C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/9:'a6kg8O st/A=056343 11.9V 21C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/9:&q6kh@O st/A=056593 11.9V 21C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/9:%H6kh6O st/A=056804 11.9V 21C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/9:$K6khPO st/A=056995 11.9V 21C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/9:#l6kh_O st/A=057083 11.9V 21C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/9:#M6khuO st/A=057172 11.9V 21C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/9:#H6ki2O st/A=057278 11.9V 21C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/9:#/6ki8O st/A=057365 11.9V 21C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/9:#66ki^O st/A=057471 11.9V 21C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/9:#=6kiqO st/A=057571 11.9V 21C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/9:#66kj!O st/A=057669 11.9V 21C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/9:#$6kj'O st/A=057784 11.9V 21C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/9:"w6kj.O st/A=057870 11.9V 21C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/9:"^6kj7O st/A=057987 11.9V 21C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/9:"?6kjAO st/A=058083 11.9V 21C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/9:!n6kjZO st/A=058175 11.9V 21C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/9:!*6kk0O st/A=058290 11.9V 21C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99{J6kk_O st/A=058385 11.9V 21C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99zY6kl.O st/A=058501 11.9V 21C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99yt6klDO st/A=058601 11.9V 21C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99yu6klmO st/A=058695 11.9V 21C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99yc6kmCO st/A=058815 11.9V 21C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99yp6kmYO st/A=058906 11.9V 21C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99zO6kmcO st/A=059023 11.9V 21C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99zh6kmuO st/A=059118 11.9V 21C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99zi6kn)O st/A=059232 11.9V 21C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99zu6kmuO st/A=059328 11.9V 21C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99zC6kmxO st/A=059544 11.9V 21C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99yd6kmrO st/A=059645 11.9V 21C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99xs6kn,O st/A=059758 11.9V 21C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99xZ6kn2O st/A=059849 11.9V 21C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99x;6kmyO st/A=059938 11.9V 21C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99wu6kmxO st/A=060045 11.9V 21C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99wo6kmlO st/A=060139 11.9V 21C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99wb6kmcO st/A=060237 11.9V 21C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99wO6kmcO st/A=060335 11.9V 21C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99vj6km_O st/A=060424 11.9V 21C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99us6kmfO st/A=060538 11.9V 21C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99t]6knEO st/A=060739 11.9V 21C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99rV6koMO st/A=061027 11.9V 21C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99r?6komO st/A=061120 11.9V 21C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99r&6kpLO st/A=061223 11.9V 21C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99r(6kq+O st/A=061314 11.9V 21C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99qW6kr$O st/A=061520 11.9V 21C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99q?6krVO st/A=061623 11.9V 21C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99q.6ksXO st/A=061825 11.9V 21C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99q66kt+O st/A=061932 11.9V 21C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99p+6kt4O st/A=062232 11.9V 21C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99oF6kt.O st/A=062332 11.9V 21C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99o!6kt1O st/A=062440 11.9V 21C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99ng6kt:O st/A=062545 11.9V 19C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99n=6ktQO st/A=062645 11.9V 21C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99mW6ktZO st/A=062759 11.9V 19C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99ku6ktpO st/A=062984 11.9V 21C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99jY6kuYO st/A=063197 11.9V 19C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99j)6kv5O st/A=063312 11.9V 21C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99hH6kwPO st/A=063517 11.9V 19C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99f[6kxXO st/A=063720 11.9V 21C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99eW6ky%O st/A=063843 11.9V 19C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99c96kzLO st/A=064159 11.9V 19C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99ap6k{)O st/A=064372 11.9V 19C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99a36k{9O st/A=064468 11.9V 19C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99`"6k{<O st/A=064585 11.9V 19C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99_I6k{8O st/A=064678 11.9V 19C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99]Z6k{?O st/A=064895 11.9V 19C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99]"6k{EO st/A=064973 11.9V 19C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99[X6k{TO st/A=065107 11.9V 19C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99VK6l!MO st/A=065410 11.9V 19C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99Rv6l#:O st/A=065618 11.9V 19C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99Qg6l$<O st/A=065712 11.9V 19C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99OU6l%^O st/A=065925 11.9V 19C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99NX6l&3O st/A=066012 11.9V 19C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99N!6l'"O st/A=066111 11.9V 19C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99MV6l'aO st/A=066213 11.9V 19C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99Ls6l(TO st/A=066320 11.9V 19C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99LO6l)<O st/A=066420 11.9V 19C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99LJ6l)_O st/A=066519 11.9V 19C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99L,6l*>O st/A=066631 11.9V 19C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99L;6l+VO st/A=066848 11.9V 19C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99Kv6l,?O st/A=066944 11.9V 19C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99Kd6l,kO st/A=067048 11.9V 19C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99Kw6l-7O st/A=067173 11.9V 19C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99Ke6l-DO st/A=067261 11.9V 19C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99Kk6l-JO st/A=067376 11.9V 19C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99L16l-8O st/A=067487 11.9V 19C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99Kk6l-"O st/A=067596 11.9V 19C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99KQ6l,OO st/A=067724 11.9V 19C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99JY6l,9O st/A=067835 11.9V 19C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99Ig6l+yO st/A=067952 11.9V 19C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99HV6l+lO st/A=068066 11.9V 19C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99Fl6l+YO st/A=068185 11.9V 19C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99EI6l+GO st/A=068317 11.9V 19C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99?=6l+lO st/A=068647 11.9V 19C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99=[6l,)O st/A=068752 11.9V 19C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99;y6l,[O st/A=068875 11.9V 19C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99:76l-.O st/A=068979 11.9V 19C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/999#6l.9O st/A=069099 11.9V 19C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/997g6l/2O st/A=069196 11.9V 19C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99436l1EO st/A=069514 11.9V 19C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/992j6l2QO st/A=069626 11.9V 19C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/990Y6l3xO st/A=069817 11.9V 19C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99/\6l4TO st/A=069932 11.9V 19C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99.`6l5fO st/A=070137 11.9V 19C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99.C6l7/O st/A=070326 11.9V 19C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99.d6l80O st/A=070434 11.9V 19C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99/K6l9)O st/A=070524 11.9V 19C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/990X6l:MO st/A=070723 11.9V 19C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/991,6l;<O st/A=070827 11.9V 19C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/991F6l<+O st/A=070928 11.9V 17C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99266l?(O st/A=071240 11.9V 19C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/992v6l@&O st/A=071345 11.9V 19C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/994\6lA5O st/A=071553 11.9V 19C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/995g6lAdO st/A=071674 11.9V 19C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/997R6lBoO st/A=071892 11.9V 19C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/998c6lCLO st/A=072077 11.9V 19C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/998w6lC_O st/A=072187 11.9V 19C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/999*6lCkO st/A=072291 11.9V 19C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/999c6lD1O st/A=072508 11.9V 17C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99:/6lDNO st/A=072616 11.9V 19C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/999a6lFEO st/A=073407 11.9V 17C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/998j6lG'O st/A=073542 11.9V 17C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/998e6lGsO st/A=073654 11.9V 17C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/998N6lHkO st/A=073766 11.9V 17C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/999=6lK/O st/A=073985 11.9V 17C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/999k6lL+O st/A=074116 11.9V 17C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99;\6lM-O st/A=074323 11.9V 17C HDOP01.2 SATS07HABET LX-120-A sscl.iastate.edu
!/99<;6lMOO st/A=074444 11.9V 17C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99?+6lNqO st/A=074670 11.9V 17C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99?]6lO=O st/A=074773 11.9V 17C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99@O6lO`O st/A=074876 11.9V 17C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99@Q6lPEO st/A=075002 11.9V 17C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99?26lS%O st/A=075459 11.9V 17C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99=a6lV"O st/A=075884 11.9V 17C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
